fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.7000000000000001,0.8513194576927626,235,29,30,6.909344150565888,13.0178645147625,AA,3659,8023.618319327978,6968.212492414312,4990.838361751024,236,23,CA,18,1,BC,0,1,11,0,1000.0,0,INTERNET,3.8854051911694127,linux,1,1,0,0
0,0.9,0.0815335109545179,-1,333,40,0.0294640714023261,24.04582722695877,AA,993,4571.053008578132,5847.135228499512,6408.769341541423,17,5,CF,-63,1,BE,1,1,20,0,200.0,0,INTERNET,32.48514916832789,linux,0,1,0,0
0,0.8,0.1273321396951067,287,13,30,0.0205899030524612,-0.6119019011292784,AB,4147,5922.089813655492,7298.53410944523,6584.438641551383,25,15,CA,200,1,BC,0,1,1,0,1500.0,0,INTERNET,2.8202515137136435,linux,1,1,0,0
0,0.8,0.8426061700692952,152,5,30,0.0071104490432381,-1.130477889080241,AB,2395,7533.837724700488,4324.169000508789,6856.881057894185,23,14,CA,189,1,BB,1,1,1,1,1500.0,0,INTERNET,3.9845376436251367,other,1,1,0,0
0,0.9,0.7371312822761248,-1,32,20,27.54960687570664,-0.4696324847363818,AD,5520,8704.775162162201,5313.052248229347,6750.885240548317,5,14,CA,51,1,BB,0,1,1,0,200.0,0,INTERNET,10.710503787851057,linux,0,1,0,0
0,0.6000000000000001,0.8512092746700316,90,35,20,0.0119108219402954,48.87385578480146,AA,726,6384.583337499151,5352.636595111627,6380.808409715703,2,14,CB,173,1,BC,1,1,3,0,200.0,0,INTERNET,31.847687778643788,windows,1,1,0,0
0,0.5,0.1711824284086058,-1,55,30,0.021421958631045,35.98531399159523,AA,1807,6763.649223719986,6385.410287144833,6046.849693661526,1,13,CA,146,1,BA,0,1,25,1,200.0,0,TELEAPP,3.907266678720333,other,0,0,0,0
0,0.1,0.4109492414988654,-1,110,20,0.0329617622797141,29.31261357352307,AA,736,8601.142134711468,4252.544191857448,6021.962868073821,5,6,CA,-9,1,BE,1,1,25,0,200.0,0,INTERNET,2.31000775550378,macintosh,1,1,0,0
0,0.8,0.8580695309580165,-1,243,50,0.0240833019992306,-1.0813125274017932,AB,1116,7699.650778846001,4308.481338894957,6300.963890625221,17,8,CA,280,0,BA,1,1,10,0,200.0,0,INTERNET,7.0715707999140776,windows,1,1,0,0
0,0.8,0.7510907697828052,-1,284,60,0.0108418073542256,51.19231157865329,AA,2927,7323.205022127416,6048.8219144585,6472.272438085391,16,8,CA,61,0,BA,0,1,30,0,500.0,0,INTERNET,17.7387792218615,windows,0,1,0,0
0,0.2,0.2041776452850744,-1,34,40,0.026121768801805,-0.7684536087832747,AC,966,13615.95666841617,6148.8591856583935,6027.221881462614,0,14,CB,27,1,BB,0,1,-1,0,200.0,0,INTERNET,5.765973183086232,linux,0,1,0,0
0,0.2,0.7018532084477004,20,14,30,0.0061674678126918,49.68990082666184,AA,3916,8186.395577057505,5552.340468318982,6782.363236221065,26,13,CF,181,1,BD,1,1,5,0,500.0,0,INTERNET,4.781813060264015,linux,1,1,0,0
0,0.9,0.1746157837423172,27,5,30,0.0029998536512661,-1.0364988269060864,AD,4257,8178.693261658548,6254.746436335213,5946.4635377530285,13,15,CB,90,1,BC,0,1,5,0,200.0,0,INTERNET,12.071336580361448,linux,1,1,0,0
0,0.1,0.5294397102390794,-1,77,50,0.0053011615384799,-1.0292735900133765,AB,970,11731.698534693993,5611.266060764056,6765.228138465969,29,3,CA,273,1,BA,1,0,30,0,1500.0,0,INTERNET,5.771362448187937,linux,1,1,0,0
0,0.1,0.0368936397364639,31,20,20,0.0088234345889377,-0.4402138111111963,AD,4874,8826.316107160195,5869.435735335113,6704.191974793567,17,18,CA,81,1,BE,0,1,20,0,200.0,0,INTERNET,10.089052595428868,other,1,1,0,0
0,0.7000000000000001,0.8640432036615888,-1,25,40,0.0005404712021951,-0.8621941975959684,AC,4547,7230.668091906891,5907.665503637339,6325.958064363925,0,7,CA,13,1,BC,0,1,-1,0,200.0,0,INTERNET,3.4542463125923533,macintosh,1,1,0,0
0,0.1,0.1731884866096411,-1,43,30,0.011469891538946,-3.2959460308586364,AA,1105,6077.251776723128,7264.355535109506,6386.302392570477,1836,13,CF,161,0,BB,1,1,25,1,200.0,0,INTERNET,4.318479217286199,linux,1,1,0,0
0,0.2,0.2878011802405841,10,0,20,0.0203972243789593,-1.3074283282549912,AC,1502,4996.309846871653,6266.868594301823,6275.961090557237,1,24,CF,185,1,BC,0,1,-1,1,1500.0,0,INTERNET,0.9963332169352448,linux,1,1,0,0
0,0.8,0.0845549499135178,203,18,20,8.835445127728525,12.313770220186512,AA,1019,8122.563324984914,7199.105051802516,5958.575233345365,1,9,CD,38,1,BC,0,1,20,0,200.0,0,INTERNET,7.81872714876785,windows,1,1,0,0
0,0.9,0.5336591046530222,48,17,30,0.0021893028335032,-0.8524360588226207,AD,1041,7487.648593119217,6081.519774998986,5932.342700144722,5,14,CA,68,0,BA,0,1,25,0,1500.0,1,INTERNET,7.023438224921435,linux,1,1,0,0
0,0.5,0.612173828281809,-1,360,20,0.7524019822331353,-0.8681743369465535,AC,1695,11486.614629677755,7477.569995301014,6767.225063651456,584,7,CC,99,0,BE,0,1,-1,0,200.0,0,INTERNET,25.96396981803328,other,1,2,0,0
0,0.8,0.8115721585470864,33,8,20,0.005372264081633,-1.3525310084179365,AD,2132,7340.961188141343,6233.818297915271,6314.904953500751,535,19,CB,55,1,BE,1,1,30,0,200.0,0,INTERNET,2.4039728915978062,windows,0,1,0,0
0,0.9,0.8347904118316204,-1,72,20,0.0047402742028506,31.07209459083739,AA,1084,10276.977876701672,5601.080370192703,5965.49565302051,14,16,CB,21,1,BB,0,1,15,0,200.0,0,INTERNET,5.739754882474395,other,1,1,0,0
0,0.6000000000000001,0.2405758654297525,-1,237,50,0.0062775808250394,-0.9411179934243136,AB,3433,1764.5078035604297,6681.522489084829,5897.06004420592,37,2,CD,324,0,BC,0,1,15,1,1500.0,0,INTERNET,2.4785428568892263,other,0,2,0,0
0,0.7000000000000001,0.5189218126452559,106,6,30,0.0124550965506056,-0.7510185227378967,AB,1458,9376.109309632877,5770.144205736082,6607.209943874607,11,15,CA,93,0,BC,0,1,30,0,1500.0,0,INTERNET,21.20971333592308,linux,0,1,0,0
0,0.4,0.0698590138116093,52,5,20,0.014710271496601,-1.4960574681532597,AB,4696,6671.641905289983,4124.364450834126,6087.656463732062,6,9,CA,97,0,BC,0,1,20,0,200.0,0,INTERNET,8.914766605256014,other,1,1,0,0
0,0.9,0.7484496735362448,-1,182,40,0.0102819456677789,-1.3314310718669111,AB,2860,975.9222985858496,5614.523414967945,4364.294458732837,256,5,CA,187,1,BB,0,1,1,0,200.0,0,INTERNET,7.256913147223583,other,0,1,0,0
0,0.7000000000000001,0.6193705770260782,-1,165,50,0.0162498690831729,26.610847641276283,AA,1298,4118.255277031634,4622.935755273616,5987.116927795988,13,2,CA,56,1,BC,1,1,15,0,200.0,0,INTERNET,2.4851550917903724,windows,0,1,0,0
0,0.9,0.2017885395136473,53,5,30,0.0055083814495693,-0.5072190376837017,AC,1711,2333.020391832728,6621.333187825001,6416.61453577567,0,8,CA,144,1,BC,0,1,-1,0,500.0,0,INTERNET,5.356167092234591,linux,1,1,0,0
0,0.1,0.8853900271397386,-1,31,40,0.0176793306184117,-0.8102216849085717,AC,2765,6009.680126568451,3437.965617253289,5931.919157069384,0,8,CF,77,0,BB,1,1,-1,0,200.0,0,INTERNET,24.77867787540801,other,1,1,0,0
0,0.9,0.9988986228031695,189,4,30,0.0094378899910195,-1.2184953189293244,AD,1577,7224.945347816973,3695.97085920745,6206.402039396427,35,17,CA,246,0,BC,1,0,31,0,200.0,1,INTERNET,4.025991553450472,linux,1,1,0,0
0,0.9,0.1904720082001348,-1,302,20,0.0028001678926292,13.893776290098232,AA,2116,8166.512654159707,6574.544651525395,6774.944182401386,31,11,CA,155,1,BC,1,1,28,0,500.0,0,INTERNET,9.411378362830051,linux,1,1,0,0
0,0.6000000000000001,0.1089705338969834,-1,76,50,0.0084271828433709,-1.3802546110813831,AB,5182,7304.211509896378,6143.366281559387,6341.641706704731,746,13,CA,100,1,BB,1,1,24,0,200.0,0,INTERNET,4.06890264025124,windows,1,1,0,0
0,0.9,0.3791825277838039,-1,39,40,0.0194688470358732,34.65508237435277,AA,1979,8023.513682778946,7275.510584398695,6695.860999912936,14,7,CA,82,1,BC,0,1,1,1,1500.0,1,INTERNET,1.6111517647159634,linux,1,1,0,0
0,0.5,0.1290985821065479,-1,243,90,0.0010574595294253,34.18034472857142,AA,4106,2182.4779097957,5274.843135153316,6639.620318429759,1,3,CB,165,1,BA,1,1,10,0,200.0,0,INTERNET,7.576358697793809,other,0,1,0,0
0,0.1,0.7306924194781292,33,14,20,0.0074645922026191,41.79163337776193,AA,1719,5060.216625181778,7159.233533461606,5570.791240938164,12,8,CA,45,0,BE,0,1,28,0,1500.0,0,INTERNET,6.7836425411514245,windows,0,1,0,0
0,0.1,0.4468730362237934,-1,31,20,0.0206844572618934,50.869886128510416,AA,1618,9118.338135786007,6885.926851909926,6025.016120969151,1838,13,CA,148,1,BC,0,1,26,0,1500.0,0,INTERNET,29.22563808353651,other,0,1,0,0
0,0.8,0.8276002196990987,31,7,40,0.0101452759806146,-1.244745441864768,AD,4551,2928.2172479899605,7478.891383641917,6780.564145497548,209,7,CA,117,1,BD,1,0,5,0,1500.0,0,INTERNET,3.3553782625150457,linux,0,1,0,0
0,0.7000000000000001,0.1956722595937851,-1,177,30,0.0023704423098578,26.26561157948048,AA,1795,8588.337436784554,3990.0398777402,6364.207845987134,663,15,CB,63,1,BC,0,1,2,0,200.0,0,INTERNET,3.526732815878471,windows,0,1,0,0
0,0.8,0.3552422518377242,140,8,30,0.0133658341146505,-1.0953346220989135,AC,1014,10648.428841622885,6871.134300274222,6038.095775546064,1,10,CF,102,1,BB,1,0,-1,0,200.0,0,INTERNET,1.4702614134400074,linux,1,2,0,0
0,0.9,0.7426403406212091,-1,9,30,0.0275305944692702,-0.7881986719387473,AD,2253,5616.931519078511,4336.123714245365,5366.941025750391,14,11,CB,113,1,BC,1,1,5,0,200.0,0,INTERNET,1.6726736896011278,linux,1,1,0,0
0,0.3,0.4402183426726849,-1,102,20,15.369664787766949,18.624724524896752,AA,2080,7118.674908585862,7717.545008568471,6297.132650703662,1,18,CA,9,1,BE,0,1,31,0,200.0,0,INTERNET,7.086091701530781,other,1,1,0,0
0,0.9,0.9040229392255084,-1,13,20,0.0160129005872928,-1.1833632469334578,AD,1598,8190.9444155518895,5967.928884185671,6740.656587366646,0,8,CA,101,1,BC,0,1,1,0,200.0,0,INTERNET,8.426955065122408,other,1,1,0,0
0,0.1,0.7603188936120188,-1,309,60,0.0351735145886946,8.586902557793584,AA,3654,7805.517853693014,6147.949534577871,5863.5235847464,2,19,CB,64,1,BB,1,0,25,0,200.0,0,INTERNET,3.926769482043969,windows,1,1,0,0
0,0.3,0.2162220010765376,99,2,30,0.0060869722144596,-0.8402367856720777,AC,998,6171.724054171188,4704.085113789934,4207.819534056097,1,13,CA,96,1,BE,0,1,-1,0,200.0,0,INTERNET,24.58540733751591,other,1,1,0,0
0,0.6000000000000001,0.7464870775809981,-1,91,50,0.0115441716533663,-1.138652996395991,AC,5139,12658.489006816912,7666.795713642768,5662.224179445765,0,3,CB,205,0,BC,0,1,15,0,1000.0,0,INTERNET,19.43516814417386,other,1,1,0,0
0,0.2,0.4744467765315634,-1,74,30,0.0286342938539581,2.4780521312172787,AA,1204,5545.381184644029,4324.065490038151,6330.812609582538,23,17,CF,80,1,BD,1,0,1,0,200.0,0,INTERNET,4.3314209028112325,linux,0,1,0,0
0,0.4,0.1730803651094972,-1,76,20,0.0204925362577953,22.86642555970446,AD,1138,3371.575336610946,7405.512512375518,6434.326818117993,2,10,CA,29,0,BE,0,1,1,0,200.0,0,INTERNET,11.75443519583622,other,0,1,0,0
0,0.1,0.1152388707617331,-1,34,50,0.0095733764141072,22.04087891733889,AA,1605,5466.561528277311,3602.376649705532,6716.63181309356,455,12,CA,66,0,BC,0,1,30,0,200.0,0,INTERNET,10.532705708228937,linux,1,1,0,0
0,0.1,0.7525315778177791,11,4,50,0.000213210153436,-0.7994014344965925,AD,3051,8769.863565619775,5333.322957587707,6749.016721267794,732,15,CA,96,1,BC,0,0,1,0,200.0,0,INTERNET,3.961033491121413,other,1,1,0,0
0,0.9,0.6756373177598375,-1,49,40,0.0136767959603452,50.15538640879311,AA,1063,3165.862515424056,6031.131652405142,5092.297975292763,11,7,CA,111,1,BB,0,1,1,1,1500.0,0,INTERNET,1.0561609508744088,linux,0,1,0,0
0,0.8,0.0941604289187404,46,0,30,0.0120223647945538,-1.4675779182133195,AB,2364,7974.806024122972,5993.617185951177,6274.494352242415,26,10,CB,72,0,BC,0,1,6,0,200.0,0,INTERNET,5.2787509480525365,other,0,1,0,0
0,0.5,0.3297823261953336,51,37,30,0.0065076570265194,-1.2759158001319209,AD,1887,11255.743971288935,3561.096537315773,5990.659947078917,4,17,CB,107,0,BC,1,1,20,0,200.0,0,INTERNET,7.996469723953358,other,1,1,0,0
0,0.5,0.0657961815365371,11,10,20,0.0375913825542312,-1.1250053902115136,AB,1404,8315.573392049244,4628.636700422071,5956.111988499715,14,13,CA,79,1,BC,0,1,1,0,200.0,0,INTERNET,14.621144009707812,windows,1,1,0,0
0,0.8,0.8455569130762117,-1,130,60,0.0178208045403426,-1.3294628611898345,AB,5721,7653.077602592549,7745.992022579725,6030.825425620417,29,2,CC,158,1,BB,1,1,28,1,200.0,1,INTERNET,4.133345802227852,windows,0,1,0,0
0,0.1,0.2206176592717086,-1,163,30,0.0094751769824213,25.815029160065645,AA,4245,4870.673253618232,7697.201994282408,6388.61236455269,1339,13,CB,169,0,BD,1,1,1,0,1500.0,1,INTERNET,3.3456494612654875,other,1,1,0,0
0,0.7000000000000001,0.4919818972007876,-1,69,40,0.0214286530832398,-1.580280470302618,AB,1190,2726.007818757581,3604.622096672409,6260.834649363482,12,3,CF,137,0,BB,1,1,25,0,200.0,0,INTERNET,7.3758835479574465,other,1,1,0,0
